sample_name	library_ID	BioProject accession	title	tissue	geographic location	sex	isolate	Lat	Lon	Anem_ID	Collection_Date	Size	Size_type	Tail_color	dev_stage	Collector	Notes	library_strategy	LibraryName	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
APCL13_520_L1313	L1313	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.831177	124.750661	291	2013-06-02	8.1	FL	O	adult	MLP		RAD-Seq	L1313	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1313.F.fq.gz	APCL_L1313.R1.fq.gz
APCL13_607_L1320	L1320	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869944	124.715865	330	2013-06-04	3.3	FL	YR	NA	MLP		RAD-Seq	L1320	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1320.F.fq.gz	APCL_L1320.R1.fq.gz
APCL14_126_L1321	L1321	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable			450	2014-06-16	8.1	FL	O	adult	MRS	There is no GPS data for these samples, I think the unit submerged for these minutes	RAD-Seq	L1321	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1321.F.fq.gz	APCL_L1321.R1.fq.gz
APCL14_508_L1325	L1325	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798627	124.768745	703	2014-06-29	3.6	FL	YR	NA	MRS		RAD-Seq	L1325	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1325.F.fq.gz	APCL_L1325.R1.fq.gz
APCL14_511_L1326	L1326	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76727	124.784808	705	2014-06-29	7	FL	O	adult	MRS		RAD-Seq	L1326	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1326.F.fq.gz	APCL_L1326.R1.fq.gz
APCL14_513_L1327	L1327	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768455	124.784026	707	2014-06-29	4.6	FL	Y	NA	MRS		RAD-Seq	L1327	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1327.F.fq.gz	APCL_L1327.R1.fq.gz
APCL14_520_L1328	L1328	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769081	124.783681	712	2014-06-29	7.3	FL	O	adult	MRS		RAD-Seq	L1328	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1328.F.fq.gz	APCL_L1328.R1.fq.gz
APCL14_538_L1334	L1334	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755036	124.785063	34	2014-07-01	7.5	FL	O	adult	MRS		RAD-Seq	L1334	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1334.F.fq.gz	APCL_L1334.R1.fq.gz
APCL14_423_L1341	L1341	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871697	124.713987	651	2014-06-24	5.5	FL	WR	NA	MRS		RAD-Seq	L1341	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1341.F.fq.gz	APCL_L1341.R1.fq.gz
APCL14_424_L1342	L1342	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871694	124.713949	652	2014-06-24	5.2	FL	YR	NA	MRS		RAD-Seq	L1342	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1342.F.fq.gz	APCL_L1342.R1.fq.gz
APCL14_425_L1343	L1343	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871701	124.713919	653	2014-06-24	5.2	FL	WR	NA	MRS		RAD-Seq	L1343	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1343.F.fq.gz	APCL_L1343.R1.fq.gz
APCL14_348_L1349	L1349	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871652	124.714034	647	2014-06-24	5.1	FL	WR	NA	MRS	2015-09-01: failed extraction	RAD-Seq	L1349	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1349.F.fq.gz	APCL_L1349.R1.fq.gz
APCL14_559_L1350	L1350	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874451	124.710608	132	2014-07-02	7.2	FL	Y	adult	MRS		RAD-Seq	L1350	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1350.F.fq.gz	APCL_L1350.R1.fq.gz
APCL13_032_L1591	L1591	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764276	124.785345	18	2013-05-23	3.7	FL	YR	NA	MLP		RAD-Seq	L1591	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1591.F.fq.gz	APCL_L1591.R1.fq.gz
APCL13_033_L1592	L1592	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764209	124.785343	19	2013-05-23	4.2	FL	W	NA	MLP		RAD-Seq	L1592	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1592.F.fq.gz	APCL_L1592.R1.fq.gz
APCL13_036_L1593	L1593	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764199	124.785266	21	2013-05-23	2.9	FL	YR	NA	MLP		RAD-Seq	L1593	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1593.F.fq.gz	APCL_L1593.R1.fq.gz
APCL13_038_L1594	L1594	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764201	124.785289	22	2013-05-23	3.4	FL	W	NA	MLP		RAD-Seq	L1594	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1594.F.fq.gz	APCL_L1594.R1.fq.gz
APCL13_047_L1595	L1595	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756332	124.785815	28	2013-05-23	3.6	FL	bW	NA	MLP		RAD-Seq	L1595	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1595.F.fq.gz	APCL_L1595.R1.fq.gz
APCL13_048_L1597	L1597	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756284	124.785799	29	2013-05-23	4	FL	W	NA	MLP		RAD-Seq	L1597	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1597.F.fq.gz	APCL_L1597.R1.fq.gz
APCL13_050_L1598	L1598	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756221	124.785645	31	2013-05-23	9.1	FL	O	adult	MLP		RAD-Seq	L1598	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1598.F.fq.gz	APCL_L1598.R1.fq.gz
APCL13_051_L1599	L1599	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756221	124.785645	31	2013-05-23	4.6	FL	YR	NA	MLP		RAD-Seq	L1599	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1599.F.fq.gz	APCL_L1599.R1.fq.gz
APCL13_052_L1600	L1600	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756221	124.785645	31	2013-05-23	3.9	FL	YR	NA	MLP		RAD-Seq	L1600	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1600.F.fq.gz	APCL_L1600.R1.fq.gz
APCL13_053_L1601	L1601	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755643	124.785439	32	2013-05-23	2.6	FL	W	NA	MLP		RAD-Seq	L1601	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1601.F.fq.gz	APCL_L1601.R1.fq.gz
APCL13_054_L1602	L1602	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755157	124.785235	33	2013-05-23	3.2	FL	YR	NA	MLP		RAD-Seq	L1602	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1602.F.fq.gz	APCL_L1602.R1.fq.gz
APCL13_055_L1603	L1603	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755157	124.785235	33	2013-05-23	6.5	FL	YP	adult	MLP		RAD-Seq	L1603	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1603.F.fq.gz	APCL_L1603.R1.fq.gz
APCL13_056_L1604	L1604	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.75509	124.785124	34	2013-05-23	3	FL	YR	NA	MLP		RAD-Seq	L1604	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1604.F.fq.gz	APCL_L1604.R1.fq.gz
APCL13_398_L1605	L1605	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869091	124.716376	230	2013-05-30	7.8	FL	O	adult	MLP		RAD-Seq	L1605	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1605.F.fq.gz	APCL_L1605.R1.fq.gz
APCL13_058_L1606	L1606	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.754999	124.785127	35	2013-05-23	6.7	FL	YR	NA	MLP		RAD-Seq	L1606	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1606.F.fq.gz	APCL_L1606.R1.fq.gz
APCL13_059_L1607	L1607	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.754999	124.785127	35	2013-05-23	8	FL	YP	adult	MLP		RAD-Seq	L1607	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1607.F.fq.gz	APCL_L1607.R1.fq.gz
APCL13_061_L1608	L1608	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.754371	124.784886	36	2013-05-23	4.1	FL	W	NA	MLP		RAD-Seq	L1608	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1608.F.fq.gz	APCL_L1608.R1.fq.gz
APCL13_063_L1609	L1609	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768407	124.784069	37	2013-05-24	10.5	FL	O	adult	MLP		RAD-Seq	L1609	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1609.F.fq.gz	APCL_L1609.R1.fq.gz
APCL13_065_L1610	L1610	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768581	124.783945	39	2013-05-24	6.6	FL	YR	NA	MLP		RAD-Seq	L1610	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1610.F.fq.gz	APCL_L1610.R1.fq.gz
APCL13_068_L1611	L1611	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768598	124.783906	40	2013-05-24	3.5	FL	YR	NA	MLP		RAD-Seq	L1611	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1611.F.fq.gz	APCL_L1611.R1.fq.gz
APCL13_070_L1612	L1612	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768469	124.784025	38	2013-05-24	9.3	FL	O	adult	MLP		RAD-Seq	L1612	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1612.F.fq.gz	APCL_L1612.R1.fq.gz
APCL13_072_L1613	L1613	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768871	124.78372	42	2013-05-24	7.8	FL	YP	adult	MLP	7.8cm fish had slightly orange tail edges: transitional?	RAD-Seq	L1613	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1613.F.fq.gz	APCL_L1613.R1.fq.gz
APCL13_080_L1614	L1614	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768961	124.783648	45	2013-05-24	9.5	FL	O	adult	MLP		RAD-Seq	L1614	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1614.F.fq.gz	APCL_L1614.R1.fq.gz
APCL13_083_L1615	L1615	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769357	124.783487	47	2013-05-24	9.7	FL	YP	adult	MLP		RAD-Seq	L1615	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1615.F.fq.gz	APCL_L1615.R1.fq.gz
APCL13_095_L1617	L1617	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806471	124.76602	54	2013-05-25	8.4	FL	YR	adult	MLP		RAD-Seq	L1617	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1617.F.fq.gz	APCL_L1617.R1.fq.gz
APCL13_100_L1618	L1618	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810816	124.764717	56	2013-05-25	6.8	FL	YP	adult	MLP		RAD-Seq	L1618	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1618.F.fq.gz	APCL_L1618.R1.fq.gz
APCL13_176_L1619	L1619	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63341	124.776928	98	2013-05-26	10.3	FL	O	adult	MLP		RAD-Seq	L1619	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1619.F.fq.gz	APCL_L1619.R1.fq.gz
APCL13_179_L1620	L1620	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633419	124.776964	99	2013-05-26	7	FL	Y	NA	MLP		RAD-Seq	L1620	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1620.F.fq.gz	APCL_L1620.R1.fq.gz
APCL13_181_L1621	L1621	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633424	124.777005	100	2013-05-26	4.2	FL	Y	NA	MLP		RAD-Seq	L1621	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1621.F.fq.gz	APCL_L1621.R1.fq.gz
APCL13_187_L1622	L1622	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	10.1	FL	O	adult	MLP		RAD-Seq	L1622	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1622.F.fq.gz	APCL_L1622.R1.fq.gz
APCL13_188_L1623	L1623	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	5.3	FL	YR	NA	MLP		RAD-Seq	L1623	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1623.F.fq.gz	APCL_L1623.R1.fq.gz
APCL13_196_L1624	L1624	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873793	124.711302	108	2013-05-27	7.6	FL	YP	adult	MLP	196 had a very ragged tail	RAD-Seq	L1624	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1624.F.fq.gz	APCL_L1624.R1.fq.gz
APCL13_199_L1625	L1625	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873672	124.711505	110	2013-05-27	4	FL	W	NA	MLP		RAD-Seq	L1625	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1625.F.fq.gz	APCL_L1625.R1.fq.gz
APCL13_207_L1626	L1626	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873354	124.712082	114	2013-05-27	8.7	FL	YP	adult	MLP		RAD-Seq	L1626	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1626.F.fq.gz	APCL_L1626.R1.fq.gz
APCL13_210_L1628	L1628	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873211	124.712084	115	2013-05-27	8.8	FL	YP	adult	MLP	209 may have been sampled already	RAD-Seq	L1628	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1628.F.fq.gz	APCL_L1628.R1.fq.gz
APCL13_236_L1629	L1629	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874448	124.710622	131	2013-05-27	9.2	FL	YP	adult	MLP		RAD-Seq	L1629	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1629.F.fq.gz	APCL_L1629.R1.fq.gz
APCL13_277_L1630	L1630	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871861	124.713779	157	2013-05-28	8.8	FL	O	adult	MLP		RAD-Seq	L1630	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1630.F.fq.gz	APCL_L1630.R1.fq.gz
APCL13_280_L1631	L1631	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871826	124.713835	159	2013-05-28	5.1	FL	YR	NA	MLP		RAD-Seq	L1631	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1631.F.fq.gz	APCL_L1631.R1.fq.gz
APCL13_301_L1632	L1632	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871349	124.714184	172	2013-05-28	6.7	FL	YP	adult	MLP		RAD-Seq	L1632	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1632.F.fq.gz	APCL_L1632.R1.fq.gz
APCL13_340_L1633	L1633	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855982	124.726333	200	2013-05-29	7.9	FL	YP	adult	MLP		RAD-Seq	L1633	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1633.F.fq.gz	APCL_L1633.R1.fq.gz
APCL13_348_L1634	L1634	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.857512	124.724867	204	2013-05-29	9.3	FL	YP	adult	MLP		RAD-Seq	L1634	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1634.F.fq.gz	APCL_L1634.R1.fq.gz
APCL13_364_L1635	L1635	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.856231	124.725936	213	2013-05-29	2.4	FL	YR	NA	MLP		RAD-Seq	L1635	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1635.F.fq.gz	APCL_L1635.R1.fq.gz
APCL13_389_L1636	L1636	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869036	124.716474	224	2013-05-30	5	FL	W	NA	MLP		RAD-Seq	L1636	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1636.F.fq.gz	APCL_L1636.R1.fq.gz
APCL13_034_L1639	L1639	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764185	124.785353	20	2013-05-23	3.1	FL	YR	NA	MLP		RAD-Seq	L1639	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1639.F.fq.gz	APCL_L1639.R1.fq.gz
APCL13_035_L1640	L1640	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764185	124.785353	20	2013-05-23	4.8	FL	W	NA	MLP		RAD-Seq	L1640	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1640.F.fq.gz	APCL_L1640.R1.fq.gz
APCL13_062_L1641	L1641	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768407	124.784069	37	2013-05-24	5.1	FL	YR	NA	MLP		RAD-Seq	L1641	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1641.F.fq.gz	APCL_L1641.R1.fq.gz
APCL13_064_L1642	L1642	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768469	124.784025	38	2013-05-24	3.8	FL	YR	NA	MLP		RAD-Seq	L1642	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1642.F.fq.gz	APCL_L1642.R1.fq.gz
APCL13_067_L1645	L1645	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768598	124.783906	40	2013-05-24	4.6	FL	YR	NA	MLP		RAD-Seq	L1645	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1645.F.fq.gz	APCL_L1645.R1.fq.gz
APCL13_071_L1646	L1646	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768544	124.783968	41	2013-05-24	2.9	FL	YR	NA	MLP		RAD-Seq	L1646	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1646.F.fq.gz	APCL_L1646.R1.fq.gz
APCL13_075_L1647	L1647	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768871	124.78372	42	2013-05-24	4	FL	YR	NA	MLP		RAD-Seq	L1647	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1647.F.fq.gz	APCL_L1647.R1.fq.gz
APCL13_076_L1648	L1648	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76893	124.783775	43	2013-05-24	6.5	FL	YR	NA	MLP		RAD-Seq	L1648	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1648.F.fq.gz	APCL_L1648.R1.fq.gz
APCL13_077_L1649	L1649	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769012	124.783697	44	2013-05-24	4.8	FL	YR	NA	MLP		RAD-Seq	L1649	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1649.F.fq.gz	APCL_L1649.R1.fq.gz
APCL13_078_L1650	L1650	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769012	124.783697	44	2013-05-24	2.7	FL	YR	NA	MLP		RAD-Seq	L1650	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1650.F.fq.gz	APCL_L1650.R1.fq.gz
APCL13_079_L1651	L1651	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768961	124.783648	45	2013-05-24	3.4	FL	YR	NA	MLP		RAD-Seq	L1651	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1651.F.fq.gz	APCL_L1651.R1.fq.gz
APCL13_357_L1652	L1652	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.85842	124.724361	208	2013-05-29	3	FL	YR	NA	MLP		RAD-Seq	L1652	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1652.F.fq.gz	APCL_L1652.R1.fq.gz
APCL13_084_L1653	L1653	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.772861	124.783159	48	2013-05-24	3.6	FL	YR	NA	MLP		RAD-Seq	L1653	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1653.F.fq.gz	APCL_L1653.R1.fq.gz
APCL13_085_L1654	L1654	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.772861	124.783159	48	2013-05-24	6.5	FL	O	adult	MLP		RAD-Seq	L1654	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1654.F.fq.gz	APCL_L1654.R1.fq.gz
APCL13_086_L1655	L1655	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744346	124.786579	49	2013-05-24	4.1	FL	WP	NA	MLP		RAD-Seq	L1655	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1655.F.fq.gz	APCL_L1655.R1.fq.gz
APCL13_091_L1656	L1656	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806323	124.766063	52	2013-05-25	8.2	FL	YP	adult	MLP		RAD-Seq	L1656	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1656.F.fq.gz	APCL_L1656.R1.fq.gz
APCL13_092_L1657	L1657	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806323	124.766063	52	2013-05-25	7	FL	O	adult	MLP		RAD-Seq	L1657	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1657.F.fq.gz	APCL_L1657.R1.fq.gz
